"ICD9_CD","DX_NM","DX_KEY","DX_STAT","DX_ID"
NA,"Hidradenitis suppurativa of right axilla",1252026,"NOT APPLIC",254256
"V15.05","Wheat allergy",1218211,"NOT APPLIC",229872
NA,"Wheat allergy",1218211,"NOT APPLIC",229872
NA,"Candidal diaper dermatitis",1038001,"NOT APPLIC",167804
NA,"Dizziness and giddiness",1001721,"NOT APPLIC",9725
"780.4","Dizziness and giddiness",1001721,"NOT APPLIC",9725
"112.3","Candidal diaper dermatitis",1038001,"NOT APPLIC",167804
"691.0","Candidal diaper dermatitis",1038001,"NOT APPLIC",167804
"769","RDS (respiratory distress syndrome in the newborn)",1175324,"NOT APPLIC",68734
"682.6","Cellulitis of left ankle",1361967,"NOT APPLIC",371365
NA,"RDS (respiratory distress syndrome in the newborn)",1175324,"NOT APPLIC",68734
NA,"Cellulitis of left ankle",1361967,"NOT APPLIC",371365
"785.52","Septic shock(785.52)",997283,"NOT APPLIC",41508
NA,"Benign neoplasm of stomach",994283,"NOT APPLIC",2146
"211.1","Benign neoplasm of stomach",994283,"NOT APPLIC",2146
NA,"Undiagnosed cardiac murmurs",1000443,"NOT APPLIC",9793
"785.2","Undiagnosed cardiac murmurs",1000443,"NOT APPLIC",9793
"786.6","Mediastinal mass",1044010,"NOT APPLIC",66067
NA,"Mediastinal mass",1044010,"NOT APPLIC",66067
NA,"Hiatal hernia with gastroesophageal reflux",1322935,"NOT APPLIC",333091
"553.3","Hiatal hernia with gastroesophageal reflux",1322935,"NOT APPLIC",333091
"530.81","Hiatal hernia with gastroesophageal reflux",1322935,"NOT APPLIC",333091
"V14.9","Personal history of allergy to unspecified medicinal agent",1006092,"NOT APPLIC",14342
NA,"Personal history of allergy to unspecified medicinal agent",1006092,"NOT APPLIC",14342
NA,"Persistent cough",1229455,"NOT APPLIC",239707
"786.2","Persistent cough",1229455,"NOT APPLIC",239707
"934.9","Aspiration into respiratory tract",1373817,"NOT APPLIC",382860
NA,"Aspiration into respiratory tract",1373817,"NOT APPLIC",382860
NA,"Syncope",1013925,"NOT APPLIC",56363
"780.2","Syncope",1013925,"NOT APPLIC",56363
"305.00","Alcohol abuse, unspecified",1008971,"NOT APPLIC",3159
NA,"Cystic fibrosis with other manifestations",1008091,"NOT APPLIC",18114
NA,"Alcohol abuse, unspecified",1008971,"NOT APPLIC",3159
"277.09","Cystic fibrosis with other manifestations",1008091,"NOT APPLIC",18114
"480.1","Pneumonia due to respiratory syncytial virus",1005289,"NOT APPLIC",5411
NA,"Pneumonia due to respiratory syncytial virus",1005289,"NOT APPLIC",5411
NA,"Anemias due to disorders of glutathione metabolism",998653,"NOT APPLIC",2721
"282.2","Anemias due to disorders of glutathione metabolism",998653,"NOT APPLIC",2721
NA,"Ear pain, bilateral",1833985,"NOT APPLIC",876982
"388.70","Ear pain, bilateral",1833985,"NOT APPLIC",876982
NA,"Erythema marginatum",1009655,"NOT APPLIC",16826
"E931.0","Sulfonamides causing adverse effect in therapeutic use",1005095,"NOT APPLIC",13789
NA,"Sulfonamides causing adverse effect in therapeutic use",1005095,"NOT APPLIC",13789
"695.0","Erythema marginatum",1009655,"NOT APPLIC",16826
"493.92","Moderate persistent asthma, with acute exacerbation",1905989,"DELETED",893852
NA,"Moderate persistent asthma, with acute exacerbation",1905989,"DELETED",893852
"783.21","Loss of weight",995014,"NOT APPLIC",15291
NA,"Loss of weight",995014,"NOT APPLIC",15291
NA,"Retinopathy of prematurity, stage 1",999014,"NOT APPLIC",15637
"V84.09","Genetic susceptibility to other malignant neoplasm",1002654,"NOT APPLIC",63074
NA,"Genetic susceptibility to other malignant neoplasm",1002654,"NOT APPLIC",63074
"362.23","Retinopathy of prematurity, stage 1",999014,"NOT APPLIC",15637
NA,"Ichthyosis",1108655,"NOT APPLIC",49236
"757.1","Ichthyosis",1108655,"NOT APPLIC",49236
"705.83","Hidradenitis",993864,"NOT APPLIC",7977
NA,"Hidradenitis",993864,"NOT APPLIC",7977
"995.27","Other drug allergy(995.27)",1006467,"NOT APPLIC",92792
NA,"Other drug allergy(995.27)",1006467,"NOT APPLIC",92792
"372.39","Other conjunctivitis",1005519,"NOT APPLIC",4257
NA,"Other conjunctivitis",1005519,"NOT APPLIC",4257
"079.99","Viral respiratory illness",1254923,"NOT APPLIC",264903
NA,"Viral respiratory illness",1254923,"NOT APPLIC",264903
NA,"Other cathartics, including intestinal atonia drugs, causing adverse effect in therapeutic use",999840,"NOT APPLIC",13904
NA,"Pneumonia due to adenovirus",995520,"NOT APPLIC",5410
"E943.3","Other cathartics, including intestinal atonia drugs, causing adverse effect in therapeutic use",999840,"NOT APPLIC",13904
"480.0","Pneumonia due to adenovirus",995520,"NOT APPLIC",5410
NA,"Rash and other nonspecific skin eruption",999820,"NOT APPLIC",9753
"999.80","Transfusion reaction",1089461,"NOT APPLIC",189140
"923.20","Contusion of hand",1118942,"NOT APPLIC",34036
"782.1","Rash and other nonspecific skin eruption",999820,"NOT APPLIC",9753
"483.0","Mycoplasma pneumonia",1061661,"NOT APPLIC",35809
NA,"Mycoplasma pneumonia",1061661,"NOT APPLIC",35809
NA,"Transfusion reaction",1089461,"NOT APPLIC",189140
NA,"Contusion of hand",1118942,"NOT APPLIC",34036
NA,"Post-transplant diabetes mellitus",1224183,"NOT APPLIC",233902
"249.00","Post-transplant diabetes mellitus",1224183,"NOT APPLIC",233902
"239.2","Neoplasm of unspecified nature of bone, soft tissue, and skin",990909,"NOT APPLIC",2376
NA,"Neoplasm of unspecified nature of bone, soft tissue, and skin",990909,"NOT APPLIC",2376
"493.92","Asthma flare, severe persistent",1884882,"DELETED",899783
NA,"Asthma flare, severe persistent",1884882,"DELETED",899783
NA,"PPD screening test",1158409,"NOT APPLIC",146467
"V74.1","PPD screening test",1158409,"NOT APPLIC",146467
NA,"Protein losing enteropathy",1091817,"NOT APPLIC",68766
"757.32","Port wine stain",1116218,"NOT APPLIC",65437
"579.8","Protein losing enteropathy",1091817,"NOT APPLIC",68766
NA,"Port wine stain",1116218,"NOT APPLIC",65437
"914.4","Insect bite of hand with local reaction",1378782,"NOT APPLIC",388946
"E906.4","Insect bite of hand with local reaction",1378782,"NOT APPLIC",388946
NA,"Insect bite of hand with local reaction",1378782,"NOT APPLIC",388946
"729.89","Other musculoskeletal symptoms referable to limbs(729.89)",996778,"NOT APPLIC",8773
NA,"Other disorders of the pituitary and other syndromes of diencephalohypophyseal origin",998908,"NOT APPLIC",2510
"253.8","Other disorders of the pituitary and other syndromes of diencephalohypophyseal origin",998908,"NOT APPLIC",2510
"815.00","Closed fracture of metacarpal bone(s), site unspecified",994703,"NOT APPLIC",10678
NA,"Closed fracture of metacarpal bone(s), site unspecified",994703,"NOT APPLIC",10678
NA,"Contusion of wrist, right",1233906,"NOT APPLIC",243975
"923.21","Contusion of wrist, right",1233906,"NOT APPLIC",243975
"314.00","Attention deficit disorder without mention of hyperactivity",990515,"NOT APPLIC",3336
NA,"Attention deficit disorder without mention of hyperactivity",990515,"NOT APPLIC",3336
NA,"Prematurity",1097347,"NOT APPLIC",158827
"765.10","Prematurity",1097347,"NOT APPLIC",158827
"765.20","Prematurity",1097347,"NOT APPLIC",158827
NA,"Open wound of face, unspecified site, without mention of complication",998659,"NOT APPLIC",11466
"873.40","Open wound of face, unspecified site, without mention of complication",998659,"NOT APPLIC",11466
NA,"Unspecified otitis media",996425,"NOT APPLIC",4682
"382.9","Unspecified otitis media",996425,"NOT APPLIC",4682
"480.8","Human metapneumovirus pneumonia",1263389,"NOT APPLIC",281079
NA,"Human metapneumovirus pneumonia",1263389,"NOT APPLIC",281079
"682.9","Abscess",1046354,"NOT APPLIC",41006
NA,"Abscess",1046354,"NOT APPLIC",41006
"237.71","Neurofibromatosis, type 1 (von Recklinghausen's disease)",995154,"NOT APPLIC",2359
NA,"Neurofibromatosis, type 1 (von Recklinghausen's disease)",995154,"NOT APPLIC",2359
"588.81","Secondary hyperparathyroidism (of renal origin)",1007998,"NOT APPLIC",53638
NA,"Malignant neoplasm of brain stem",996118,"NOT APPLIC",1767
"719.42","Left elbow pain",1074319,"NOT APPLIC",192811
"191.7","Malignant neoplasm of brain stem",996118,"NOT APPLIC",1767
"008.8","Viral gastroenteritis",1102159,"NOT APPLIC",35945
NA,"Secondary hyperparathyroidism (of renal origin)",1007998,"NOT APPLIC",53638
NA,"Left elbow pain",1074319,"NOT APPLIC",192811
NA,"Viral gastroenteritis",1102159,"NOT APPLIC",35945
NA,"Recurrent acute otitis media",1046190,"NOT APPLIC",168372
"382.9","Recurrent acute otitis media",1046190,"NOT APPLIC",168372
"682.5","Cellulitis and abscess of buttock",992237,"NOT APPLIC",7846
NA,"Reactive airway disease",1060038,"NOT APPLIC",113143
"493.90","Reactive airway disease",1060038,"NOT APPLIC",113143
NA,"Preterm infant, 750-999 grams",1091678,"NOT APPLIC",137634
NA,"Cellulitis and abscess of buttock",992237,"NOT APPLIC",7846
"765.13","Preterm infant, 750-999 grams",1091678,"NOT APPLIC",137634
"V15.83","Delayed immunizations",1001873,"NOT APPLIC",15371
NA,"Chronic airway obstruction, not elsewhere classified",1003593,"NOT APPLIC",5485
NA,"Delayed immunizations",1001873,"NOT APPLIC",15371
"496","Chronic airway obstruction, not elsewhere classified",1003593,"NOT APPLIC",5485
"910.4","Insect bite of ear with local reaction",1378679,"NOT APPLIC",389179
NA,"Insect bite of ear with local reaction",1378679,"NOT APPLIC",389179
"E906.4","Insect bite of ear with local reaction",1378679,"NOT APPLIC",389179
"282.40","Thalassemia, unspecified",1299052,"NOT APPLIC",312022
NA,"Thalassemia, unspecified",1299052,"NOT APPLIC",312022
NA,"Cardiopulmonary arrest",1053644,"NOT APPLIC",19432
"879.8","Puncture wound",1062044,"NOT APPLIC",170752
"746.9","Congenital heart disease",1024203,"NOT APPLIC",21091
NA,"Congenital heart disease",1024203,"NOT APPLIC",21091
NA,"Puncture wound",1062044,"NOT APPLIC",170752
"427.5","Cardiopulmonary arrest",1053644,"NOT APPLIC",19432
"919.5","Infected insect bite",1223726,"NOT APPLIC",233021
NA,"Infected insect bite",1223726,"NOT APPLIC",233021
"E906.4","Infected insect bite",1223726,"NOT APPLIC",233021
NA,"Impetigo",1002841,"NOT APPLIC",7852
NA,"Apnea",996601,"NOT APPLIC",15194
NA,"Cellulitis and abscess of unspecified digit",1001481,"NOT APPLIC",7839
"681.9","Cellulitis and abscess of unspecified digit",1001481,"NOT APPLIC",7839
"684","Impetigo",1002841,"NOT APPLIC",7852
"786.03","Apnea",996601,"NOT APPLIC",15194
"729.1","Localized amplified musculoskeletal pain syndrome",1223164,"NOT APPLIC",237784
NA,"Localized amplified musculoskeletal pain syndrome",1223164,"NOT APPLIC",237784
NA,"Scanty or infrequent menstruation",1001050,"NOT APPLIC",6459
"626.1","Scanty or infrequent menstruation",1001050,"NOT APPLIC",6459
NA,"S/P pulmonary artery branches stent placement",1271016,"NOT APPLIC",286651
"V45.89","S/P pulmonary artery branches stent placement",1271016,"NOT APPLIC",286651
NA,"Allergic conjunctivitis",1168007,"NOT APPLIC",44140
NA,"Congenital atresia and stenosis of small intestine",1002125,"NOT APPLIC",9254
"751.1","Congenital atresia and stenosis of small intestine",1002125,"NOT APPLIC",9254
"V40.9","Behavioral problem",1017285,"DELETED",59096
NA,"Behavioral problem",1017285,"DELETED",59096
"427.9","Arrhythmia",1029405,"NOT APPLIC",42123
NA,"Arrhythmia",1029405,"NOT APPLIC",42123
"372.14","Allergic conjunctivitis",1168007,"NOT APPLIC",44140
"493.02","Asthma with acute exacerbation in pediatric patient",1981780,"NOT APPLIC",978725
NA,"Asthma with acute exacerbation in pediatric patient",1981780,"NOT APPLIC",978725
"493.82","Cough variant asthma",995089,"NOT APPLIC",36944
NA,"Cough variant asthma",995089,"NOT APPLIC",36944
"783.0","Loss of appetite",1160411,"NOT APPLIC",37713
"727.00","Synovitis",1051810,"NOT APPLIC",56380
NA,"Synovitis",1051810,"NOT APPLIC",56380
NA,"Loss of appetite",1160411,"NOT APPLIC",37713
"255.41","Adrenal suppression",1084210,"NOT APPLIC",169495
NA,"Adrenal suppression",1084210,"NOT APPLIC",169495
"074.0","Herpangina",1002264,"NOT APPLIC",936
NA,"Unspecified hypertensive kidney disease with chronic kidney disease stage V or end stage renal disease",995104,"NOT APPLIC",4901
"491.8","Other chronic bronchitis",1007984,"NOT APPLIC",5455
NA,"Other conduct disorder",993064,"NOT APPLIC",3318
"312.89","Other conduct disorder",993064,"NOT APPLIC",3318
NA,"Herpangina",1002264,"NOT APPLIC",936
NA,"Anaphylactic reaction due to other specified food",1000824,"NOT APPLIC",12816
"995.69","Anaphylactic reaction due to other specified food",1000824,"NOT APPLIC",12816
NA,"Other chronic bronchitis",1007984,"NOT APPLIC",5455
"403.91","Unspecified hypertensive kidney disease with chronic kidney disease stage V or end stage renal disease",995104,"NOT APPLIC",4901
"244.9","Central hypothyroidism",1105425,"NOT APPLIC",31114
NA,"Central hypothyroidism",1105425,"NOT APPLIC",31114
NA,"Dyspepsia and other specified disorders of function of stomach",1001933,"NOT APPLIC",5840
"750.3","Esophageal atresia",1004093,"NOT APPLIC",46081
"536.8","Dyspepsia and other specified disorders of function of stomach",1001933,"NOT APPLIC",5840
NA,"Esophageal atresia",1004093,"NOT APPLIC",46081
"380.4","Excess ear wax",1178376,"NOT APPLIC",106815
NA,"Excess ear wax",1178376,"NOT APPLIC",106815
NA,"Acquired acanthosis nigricans",991987,"NOT APPLIC",7944
"701.2","Acquired acanthosis nigricans",991987,"NOT APPLIC",7944
NA,"Attention deficit hyperactivity disorder (ADHD)",1205110,"NOT APPLIC",209984
"314.01","Attention deficit hyperactivity disorder (ADHD)",1205110,"NOT APPLIC",209984
NA,"Other adrenal hypofunction",1000559,"NOT APPLIC",2523
"255.5","Other adrenal hypofunction",1000559,"NOT APPLIC",2523
"493.90","Reactive airway disease with wheezing, mild intermittent, uncomplicated",1906973,"NOT APPLIC",911574
NA,"Reactive airway disease with wheezing, mild intermittent, uncomplicated",1906973,"NOT APPLIC",911574
NA,"Post-traumatic headache, unspecified",999040,"NOT APPLIC",15576
"540.0","Appendicitis with perforation",1055001,"NOT APPLIC",23712
"339.20","Post-traumatic headache, unspecified",999040,"NOT APPLIC",15576
NA,"Appendicitis with perforation",1055001,"NOT APPLIC",23712
"611.1","Gynecomastia, male",1114862,"NOT APPLIC",139417
NA,"Gynecomastia, male",1114862,"NOT APPLIC",139417
"381.01","Acute serous otitis media, left",1716471,"DELETED",735782
"738.5","Other acquired deformity of back or spine",998309,"NOT APPLIC",8995
NA,"Feeding difficulties",1069390,"NOT APPLIC",107045
NA,"Other acquired deformity of back or spine",998309,"NOT APPLIC",8995
"783.3","Feeding difficulties",1069390,"NOT APPLIC",107045
"786.50","Chest pain",1182792,"NOT APPLIC",75524
NA,"Chest pain",1182792,"NOT APPLIC",75524
"300.9","Deliberate self-cutting",1179980,"NOT APPLIC",203132
NA,"Deliberate self-cutting",1179980,"NOT APPLIC",203132
NA,"Candidiasis of mouth",1002416,"NOT APPLIC",1246
"112.0","Candidiasis of mouth",1002416,"NOT APPLIC",1246
"250.00","Type II or unspecified type diabetes mellitus without mention of complication, not stated as uncontrolled",1002941,"NOT APPLIC",2438
NA,"Type II or unspecified type diabetes mellitus without mention of complication, not stated as uncontrolled",1002941,"NOT APPLIC",2438
"765.16","Other preterm infants, 1,500-1,749 grams(765.16)",996658,"NOT APPLIC",9585
NA,"Renal osteodystrophy",998468,"NOT APPLIC",6150
NA,"Disorganized schizophrenia, unspecified condition",995988,"NOT APPLIC",2854
"588.0","Renal osteodystrophy",998468,"NOT APPLIC",6150
"295.10","Disorganized schizophrenia, unspecified condition",995988,"NOT APPLIC",2854
"525.9","Dental disorder",1152030,"NOT APPLIC",56837
NA,"Dental disorder",1152030,"NOT APPLIC",56837
NA,"Specified congenital anomaly of lacrimal passages",1001846,"NOT APPLIC",9086
"743.65","Specified congenital anomaly of lacrimal passages",1001846,"NOT APPLIC",9086
"493.02","Extrinsic asthma, with acute exacerbation, mild persistent",1889619,"NOT APPLIC",891826
NA,"Extrinsic asthma, with acute exacerbation, mild persistent",1889619,"NOT APPLIC",891826
NA,"Altered mental status",1005391,"NOT APPLIC",89638
"780.97","Altered mental status",1005391,"NOT APPLIC",89638
NA,"Second hand smoke exposure",1024023,"NOT APPLIC",166729
"704.01","Alopecia areata",1002223,"NOT APPLIC",7963
NA,"Alopecia areata",1002223,"NOT APPLIC",7963
"V15.89","Second hand smoke exposure",1024023,"NOT APPLIC",166729
NA,"History of neutropenia",1269587,"NOT APPLIC",282507
"493.92","Mild persistent asthma with acute exacerbation",1275587,"NOT APPLIC",279141
"V12.3","History of neutropenia",1269587,"NOT APPLIC",282507
NA,"Mild persistent asthma with acute exacerbation",1275587,"NOT APPLIC",279141
NA,"Other specified congenital anomaly of kidney",998395,"NOT APPLIC",9298
"V45.2","Presence of cerebrospinal fluid drainage device",1007395,"NOT APPLIC",14600
NA,"Presence of cerebrospinal fluid drainage device",1007395,"NOT APPLIC",14600
"753.3","Other specified congenital anomaly of kidney",998395,"NOT APPLIC",9298
"480.2","Pneumonia due to parainfluenza virus",991075,"NOT APPLIC",5412
NA,"Pneumonia due to parainfluenza virus",991075,"NOT APPLIC",5412
NA,"Personal history of (corrected) hypospadias",1001466,"NOT APPLIC",15209
"V13.61","Personal history of (corrected) hypospadias",1001466,"NOT APPLIC",15209
"493.92","Moderate persistent asthma with exacerbation",1064067,"NOT APPLIC",170302
NA,"Moderate persistent asthma with exacerbation",1064067,"NOT APPLIC",170302
NA,"Autonomic instability",1311431,"NOT APPLIC",320193
"337.9","Autonomic instability",1311431,"NOT APPLIC",320193
"478.30","Paralysis of vocal cords or larynx, unspecified",991859,"NOT APPLIC",5393
NA,"Paralysis of vocal cords or larynx, unspecified",991859,"NOT APPLIC",5393
"745.5","ASD (atrial septal defect)",1150981,"NOT APPLIC",48067
NA,"ASD (atrial septal defect)",1150981,"NOT APPLIC",48067
"377.43","Optic nerve hypoplasia of right eye",1261503,"NOT APPLIC",275235
NA,"Optic nerve hypoplasia of right eye",1261503,"NOT APPLIC",275235
NA,"Full incontinence of feces",1238582,"NOT APPLIC",252028
"787.60","Full incontinence of feces",1238582,"NOT APPLIC",252028
"V16.8","Family history of other specified malignant neoplasm",991905,"NOT APPLIC",14369
NA,"Family history of other specified malignant neoplasm",991905,"NOT APPLIC",14369
"912.4","Shoulder and upper arm, insect bite, nonvenomous, without mention of infection(912.4)",998425,"NOT APPLIC",11813
"299.90","PDD (pervasive developmental disorder)",1051266,"NOT APPLIC",112685
NA,"Accidental poisoning by second-hand tobacco smoke(E869.4)",995825,"NOT APPLIC",13470
"E869.4","Accidental poisoning by second-hand tobacco smoke(E869.4)",995825,"NOT APPLIC",13470
NA,"PDD (pervasive developmental disorder)",1051266,"NOT APPLIC",112685
"E885.9","Fall from other slipping, tripping, or stumbling",998914,"NOT APPLIC",15307
NA,"Fall from other slipping, tripping, or stumbling",998914,"NOT APPLIC",15307
NA,"Malignant neoplasm of retina",998874,"NOT APPLIC",1754
"190.5","Malignant neoplasm of retina",998874,"NOT APPLIC",1754
NA,"VSD (ventricular septal defect and aortic arch hypoplasia",1153356,"NOT APPLIC",171825
"747.21","VSD (ventricular septal defect and aortic arch hypoplasia",1153356,"NOT APPLIC",171825
"745.4","VSD (ventricular septal defect and aortic arch hypoplasia",1153356,"NOT APPLIC",171825
NA,"Melanocytic nevus of upper extremity",1150680,"NOT APPLIC",149567
NA,"Laryngomalacia",1150440,"NOT APPLIC",18399
NA,"Hypopituitarism due to brain tumor",1225081,"NOT APPLIC",235334
"748.3","Laryngomalacia",1150440,"NOT APPLIC",18399
"216.6","Melanocytic nevus of upper extremity",1150680,"NOT APPLIC",149567
"253.2","Hypopituitarism due to brain tumor",1225081,"NOT APPLIC",235334
"239.6","Hypopituitarism due to brain tumor",1225081,"NOT APPLIC",235334
"493.92","Acute asthma flare, mild intermittent",1901812,"DELETED",900586
NA,"Acute asthma flare, mild intermittent",1901812,"DELETED",900586
NA,"Abnormality of gait",999590,"NOT APPLIC",9743
"781.2","Abnormality of gait",999590,"NOT APPLIC",9743
"749.25","Other combinations of cleft palate with cleft lip",1007117,"NOT APPLIC",9225
NA,"Juvenile pilocytic astrocytoma",1068718,"NOT APPLIC",126662
NA,"Other combinations of cleft palate with cleft lip",1007117,"NOT APPLIC",9225
"191.9","Juvenile pilocytic astrocytoma",1068718,"NOT APPLIC",126662
"345.10","Generalized convulsive epilepsy without mention of intractable epilepsy",995193,"NOT APPLIC",3546
NA,"Generalized convulsive epilepsy without mention of intractable epilepsy",995193,"NOT APPLIC",3546
NA,"Hip pain, left",1227715,"NOT APPLIC",233494
"719.45","Hip pain, left",1227715,"NOT APPLIC",233494
"V16.9","Family history of unspecified malignant neoplasm",993175,"NOT APPLIC",14370
"034.1","Scarlet fever",995295,"NOT APPLIC",656
NA,"Scarlet fever",995295,"NOT APPLIC",656
NA,"Tongue pain",1141857,"NOT APPLIC",47512
NA,"Family history of unspecified malignant neoplasm",993175,"NOT APPLIC",14370
"529.6","Tongue pain",1141857,"NOT APPLIC",47512
NA,"Anaphylactic shock or reaction due to immunization, initial encounter",1582784,"NOT APPLIC",629946
"E949.9","Anaphylactic shock or reaction due to immunization, initial encounter",1582784,"NOT APPLIC",629946
"999.42","Anaphylactic shock or reaction due to immunization, initial encounter",1582784,"NOT APPLIC",629946
NA,"Unspecified follow-up examination",994290,"NOT APPLIC",14846
"V67.9","Unspecified follow-up examination",994290,"NOT APPLIC",14846
NA,"Diabetes insipidus",993092,"NOT APPLIC",2507
NA,"Congenital biliary atresia",993212,"NOT APPLIC",9261
"751.61","Congenital biliary atresia",993212,"NOT APPLIC",9261
"253.5","Diabetes insipidus",993092,"NOT APPLIC",2507
"204.00","Acute lymphoid leukemia",1046092,"NOT APPLIC",38380
NA,"Acute lymphoid leukemia",1046092,"NOT APPLIC",38380
"724.5","Backache, unspecified",998765,"NOT APPLIC",8652
"916.4","Hip, thigh, leg, and ankle, insect bite, nonvenomous, without mention of infection(916.4)",1000085,"NOT APPLIC",11857
NA,"Backache, unspecified",998765,"NOT APPLIC",8652
NA,"Diabetes mellitus type 2, uncomplicated",1230048,"NOT APPLIC",241679
NA,"Strain of neck muscle, initial encounter",1528653,"NOT APPLIC",569784
"250.00","Diabetes mellitus type 2, uncomplicated",1230048,"NOT APPLIC",241679
"847.0","Strain of neck muscle, initial encounter",1528653,"NOT APPLIC",569784
NA,"Asthma in adult, unspecified asthma severity, with status asthmaticus",1862978,"NOT APPLIC",895024
"493.91","Asthma in adult, unspecified asthma severity, with status asthmaticus",1862978,"NOT APPLIC",895024
NA,"Pityriasis lichenoides",1119166,"NOT APPLIC",127467
"696.2","Pityriasis lichenoides",1119166,"NOT APPLIC",127467
NA,"Personal history of other diseases of circulatory system",1007051,"NOT APPLIC",14311
"V12.59","Personal history of other diseases of circulatory system",1007051,"NOT APPLIC",14311
"E915","Foreign body accidentally entering other orifice",1006129,"NOT APPLIC",13694
NA,"Foreign body accidentally entering other orifice",1006129,"NOT APPLIC",13694
"748.5","Pulmonary hypoplasia",1074530,"NOT APPLIC",112997
NA,"Hemoglobin Bart's disease",1176011,"NOT APPLIC",145434
"282.43","Hemoglobin Bart's disease",1176011,"NOT APPLIC",145434
NA,"Pulmonary hypoplasia",1074530,"NOT APPLIC",112997
NA,"Other drugs and medicinal substances causing adverse effect in therapeutic use",1008093,"NOT APPLIC",13946
"E947.8","Other drugs and medicinal substances causing adverse effect in therapeutic use",1008093,"NOT APPLIC",13946
"292.9","Unspecified drug-induced mental disorder(292.9)",991107,"NOT APPLIC",2830
"477.9","AR (allergic rhinitis)",1084228,"NOT APPLIC",94764
NA,"AR (allergic rhinitis)",1084228,"NOT APPLIC",94764
"382.00","Acute suppurative otitis media without spontaneous rupture of ear drum, right",1820986,"DELETED",808601
"728.88","Rhabdomyolysis",999079,"NOT APPLIC",40371
NA,"Rhabdomyolysis",999079,"NOT APPLIC",40371
NA,"Allergic reaction, initial encounter",1612238,"NOT APPLIC",559172
"995.3","Allergic reaction, initial encounter",1612238,"NOT APPLIC",559172
NA,"Other specified congenital cystic kidney disease",1006417,"NOT APPLIC",9296
NA,"Impulse control disorder, unspecified",994097,"NOT APPLIC",3307
"753.19","Other specified congenital cystic kidney disease",1006417,"NOT APPLIC",9296
"787.20","Dysphagia",1021617,"NOT APPLIC",169027
"312.30","Impulse control disorder, unspecified",994097,"NOT APPLIC",3307
NA,"Dysphagia",1021617,"NOT APPLIC",169027
NA,"Unspecified orthopedic aftercare",991607,"NOT APPLIC",14703
"V54.9","Unspecified orthopedic aftercare",991607,"NOT APPLIC",14703
NA,"Foreign body in ear lobe",1218119,"NOT APPLIC",227079
"931","Foreign body in ear lobe",1218119,"NOT APPLIC",227079
"493.92","Asthma with acute exacerbation, mild persistent",1892369,"DELETED",911478
NA,"Asthma with acute exacerbation, mild persistent",1892369,"DELETED",911478
"205.81","Other myeloid leukemia in remission",1008021,"NOT APPLIC",2084
"753.9","Unspecified congenital anomaly of urinary system",998221,"NOT APPLIC",9304
NA,"Congenital atresia and stenosis of large intestine, rectum, and anal canal",998101,"NOT APPLIC",9255
NA,"Other myeloid leukemia in remission",1008021,"NOT APPLIC",2084
"751.2","Congenital atresia and stenosis of large intestine, rectum, and anal canal",998101,"NOT APPLIC",9255
NA,"Unspecified congenital anomaly of urinary system",998221,"NOT APPLIC",9304
"535.50","Gastritis",1027578,"NOT APPLIC",47097
NA,"Gastritis",1027578,"NOT APPLIC",47097
NA,"Pulmonary hypertension due to developmental abnormality",1278622,"NOT APPLIC",288746
"759.9","Pulmonary hypertension due to developmental abnormality",1278622,"NOT APPLIC",288746
"416.8","Pulmonary hypertension due to developmental abnormality",1278622,"NOT APPLIC",288746
NA,"Acquired deformity of chest and rib",1008468,"NOT APPLIC",8993
"787.22","Dysphagia, oropharyngeal phase",996948,"NOT APPLIC",122400
"553.3","Diaphragmatic hernia without mention of obstruction or gangrene",1002428,"NOT APPLIC",5920
NA,"Dysphagia, oropharyngeal phase",996948,"NOT APPLIC",122400
NA,"Diaphragmatic hernia without mention of obstruction or gangrene",1002428,"NOT APPLIC",5920
"738.3","Acquired deformity of chest and rib",1008468,"NOT APPLIC",8993
"779.0","Seizures in newborn",1117993,"NOT APPLIC",100754
NA,"Seizures in newborn",1117993,"NOT APPLIC",100754
NA,"Purulent otorrhea",1252395,"NOT APPLIC",262016
"388.69","Purulent otorrhea",1252395,"NOT APPLIC",262016
NA,"Place of occurrence, street and highway",1001595,"NOT APPLIC",13335
"E849.5","Place of occurrence, street and highway",1001595,"NOT APPLIC",13335
NA,"Conjunctivitis, viral",1114068,"NOT APPLIC",44170
"315.2","Learning disability",1086547,"NOT APPLIC",93806
NA,"Accidental fall",1085427,"NOT APPLIC",136555
"E888.9","Accidental fall",1085427,"NOT APPLIC",136555
NA,"Learning disability",1086547,"NOT APPLIC",93806
"077.99","Conjunctivitis, viral",1114068,"NOT APPLIC",44170
NA,"Autism, current or active",1204302,"NOT APPLIC",212390
"299.00","Autism, current or active",1204302,"NOT APPLIC",212390
"728.4","Laxity of ligament",1000754,"NOT APPLIC",8744
NA,"Laxity of ligament",1000754,"NOT APPLIC",8744
"995.0","Anaphylactic shock",1167316,"NOT APPLIC",92051
NA,"Anaphylactic shock",1167316,"NOT APPLIC",92051
"799.3","Debility, unspecified",992918,"NOT APPLIC",10008
NA,"Diarrhea",1002518,"NOT APPLIC",9834
NA,"Debility, unspecified",992918,"NOT APPLIC",10008
"787.91","Diarrhea",1002518,"NOT APPLIC",9834
"282.7","Other hemoglobinopathies",994797,"NOT APPLIC",2731
