"DEPT_KEY","DEPT_NM","SPECIALTY","DEPT_ABBR","DEPT_GRP","DEPT_CNTR","REV_LOC_KEY"
"4960","INITIAL DEPARTMENT","MULTIDISCIPLINARY","INIT",NA,NA,"633"
"4823","BUC ORTHOPEDICS","ORTHOPEDICS","IOR",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","678"
"8748","WST OFF BASED AMB SERV",NA,"WOB",NA,NA,NA
"8749","WST PRE SCHOOL",NA,"WPR",NA,NA,NA
"8757","PRIMARY PEDS EVE-34TH ST",NA,"PPE",NA,NA,NA
"8724","PHYLEBOTOMY",NA,"PHL",NA,NA,NA
"8725","PRIMARY PEDS EVE-39TH ST",NA,"PPE9",NA,NA,NA
"32013","VNA-COMMUNITY SERVICES","GENERAL PEDIATRICS","VNACS",NA,NA,"1211"
"4616","4 SOUTH TOWER",NA,"4ST",NA,NA,"681"
"4920","7 SOUTH TOWER",NA,"7ST",NA,NA,"681"
"5067","BUC-CSH OP FEEDING","CHILD DEVELOPMENT","IFD",NA,NA,"629"
"5066","CSH-DAY HOSPITAL C2M2","CHILD DEVELOPMENT","JDC",NA,NA,"657"
"4653","MKT 3550 ALLERGY","ALLERGY","ALL",NA,"MARKET STREET 3550","688"
"4916","KOP-OP NEUROPSYCHOLOGY","CHILD DEVELOPMENT","LNY",NA,NA,"628"
"5062","KOP-OP PSYCHOLOGY","CHILD DEVELOPMENT","KPY",NA,NA,"628"
"5344","KOP ALLERGY","ALLERGY","KALL",NA,"KING OF PRUSSIA SCC","688"
"7911","FLT SCC ANCILLARY",NA,NA,NA,NA,"-1"
"6014","MAIN BH OUTPATIENT","BEHAVIORAL HEALTH SERVICES","MBOP",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","682"
"26211","LGH GASTROENTEROLOGY","GASTROENTEROLOGY","LGHG",NA,"LANCASTER GENERAL HEALTH","688"
"22512","PB KOP GEN ANES","GENERAL ANESTHESIA","KOPGENANES",NA,NA,"687"
"5478","PB CSH BHIP","BEHAVIORAL HEALTH SERVICES","CBIP",NA,NA,"682"
"5463","PENNSYL HSP CARDIOLOGY","CARDIOLOGY","PCR",NA,"PENN HOSPITAL LOCATION","688"
"5451","PB NJ GASTROENTEROLOGY","GASTROENTEROLOGY","PNGI",NA,NA,"685"
"5429","WOOD CARD ANES ARC","CARDIAC ANESTHESIA","WCAA",NA,"RICHARD D WOOD CENTER","687"
"22212","CLINIC OF WYOMISSING","GENERAL PEDIATRICS","CCW",NA,NA,"1211"
"4642","EXT-CSH OP ADHD","CHILD DEVELOPMENT","ZAD",NA,NA,"637"
"5314","MKT 3550 SPEC BABIES","NEONATOLOGY","SBC",NA,"MARKET STREET 3550","688"
"16312","PB ATLCARE NEONAT I","NEONATOLOGY","PBAN",NA,NA,"685"
"14611","VIRTUA PLASTIC SURGERY","PLASTIC SURGERY","VTPS",NA,"VIRTUA SPECIALTY CARE CENTER","676"
"12527","VIRT CAMDEN DIAG RAD","RADIOLOGY","VTCDR",NA,"VIRTUA CAMDEN","689"
"7917","WOOD TOXICOLOGY","TOXICOLOGY","WTOX",NA,"RICHARD D WOOD CENTER","688"
"5106","PB VNJ HEM ONC","HEMATOLOGY ONCOLOGY","VNJH",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"5234","PB MAIN PLASTIC SURG","PLASTIC SURGERY","PMPLS",NA,NA,"678"
"4875","UNKNOWN DEPARTMENT","OTHER","UNK",NA,NA,"681"
"5169","WOOD ORTHOPEDICS","ORTHOPEDICS","ORT",NA,"RICHARD D WOOD CENTER","678"
"14415","MERCY FAMILY MEDICINE","GENERAL PEDIATRICS","MFM",NA,NA,"1211"
"22111","KOP DAY SURGERY","MULTIDISCIPLINARY","KDSU",NA,"KING OF PRUSSIA SCC","681"
"12011","KARABOTS DIAG RAD     ","RADIOLOGY","KDRA",NA,"CARE NETWORK KARABOTS","681"
"27312","FOSTERING HEALTH PRGM","GENERAL PEDIATRICS","FHPRG",NA,"RICHARD D WOOD CENTER","688"
"5092","KOP DAY TREATMENT NJ","PSYCHIATRY","KDN",NA,NA,"660"
"32111","BCC FOSTERING HLTH PRG","GENERAL PEDIATRICS","BCFHP",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"4939","MT LAUREL CARE NTWK","GENERAL PEDIATRICS","KML",NA,"CARE NETWORK MT LAUREL","683"
"5011","MKT 3550 LEAD CLINIC","GENERAL PEDIATRICS","LED",NA,"MARKET STREET 3550","681"
"5253","6 SOUTHEAST",NA,"6SE",NA,NA,"681"
"5460","HUP CARDIOLOGY","CARDIOLOGY","HCR",NA,"PENN HOSPITAL LOCATION","688"
"23911","F.C. ALLLERGY/ASTHMA","ALLERGY","FCAA",NA,NA,"1211"
"31711","BCC PARENTERAL NUTRTN","GI/NUTRITION","BCPN",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"14014","KRESSLY PEDS","GENERAL PEDIATRICS","KRPD",NA,NA,"1211"
"5511","PB KOP SEDATION","GENERAL PEDIATRICS","KOPSED",NA,"KING OF PRUSSIA WEST","688"
"4801","ZZADOLESCENT-63RD ST","ADOLESCENT","AD63",NA,NA,"671"
"5182","PB MAIN CARD CARDIO","CARDIAC ANESTHESIA","CARDCARDIO",NA,NA,"687"
"5068","PCRU OUTPATIENT","CARDIOLOGY","PCRO",NA,NA,"674"
"4902","WOOD CSH 1ST FLOOR",NA,"WCSH",NA,NA,"657"
"24111","VIRTUA LIPID HEART","GI/NUTRITION","VLH",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"13911","PB MAYS LANDING RAD","BODY RADIOLOGY","PBMLR",NA,NA,"689"
"5441","PB ABINGTON GEN PEDS","GENERAL PEDIATRICS","PAGP",NA,NA,"688"
"5399","MAIN CARDIAC CATH LAB","CARDIOLOGY","MCCL",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"4723","EXT DIAGNOSTIC REF CTR","GENERAL PEDIATRICS","XDI",NA,NA,"637"
"4901","NEURO-ONCOLOGY","ONCOLOGY","N/O",NA,NA,"649"
"5296","MAIN DIAG PORTABLES","RADIOLOGY","MMDP",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5162","EXT PHYSICAL THERAPY","PHYSICAL THERAPY","ZPT",NA,"EXTON SPECIALTY CARE CENTER","681"
"11511","PB CSH RHEUMATOLOGY","RHEUMATOLOGY","PBCSHRHEUM",NA,NA,"688"
"5425","PB CUSTOMER SERVICE","OTHER","PBCS",NA,NA,"679"
"24711","WOOD LEUKODYSTROPHY","LEUKODYSTROPY","WLEU",NA,"RICHARD D WOOD CENTER","688"
"5223","PERIOP COMPLEX","MULTIDISCIPLINARY","PERIOP",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5384","VNJ HEM ONC DAY HOSP","HEMATOLOGY ONCOLOGY","VODH",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","681"
"5203","PB KOP NEURO RADIOLOGY","NEURORADIOLOGY","KOPNEUROR*",NA,NA,"689"
"5181","PB MAIN HEMATOLOGY","HEMATOLOGY","MAIN HEM",NA,NA,"688"
"30211","PB LGH NEONATOLOGY","NEONATOLOGY","LGH NEONAT",NA,NA,"688"
"5428","PB MAIN DIALYSIS","NEPHROLOGY","MAIN DIAL*",NA,NA,"688"
"7222","INP SPEECH THERAPY","SPEECH","INP SPEECH",NA,NA,"681"
"5141","KOP PLASTIC SURGERY","PLASTIC SURGERY","KOPP",NA,"KING OF PRUSSIA EAST","628"
"4725","CHOP FAM THERAPY TRAIN CT","PSYCHIATRY","FTT",NA,NA,"660"
"8771","BRY NEUROLOGY",NA,"BNE",NA,NA,NA
"8741","WST FACULTY PRACTICE",NA,"WOP",NA,NA,NA
"8764","BH PSYCHOLOGY",NA,"PSCH",NA,NA,NA
"-1","INVALID",NA,"XVAL",NA,NA,"-1"
"33411","WEISMAN REHAB","REHAB MEDICINE","WCRH",NA,NA,"1211"
"4655","5 WEST A ",NA,"5WS",NA,NA,"681"
"4644","BH CONSULT LIASON IP","BEHAVIORAL HEALTH SERVICES","BCLI",NA,NA,"-1"
"4685","4 EAST",NA,"4ES",NA,NA,"681"
"4914","ATL CSH OP PSYCHOLOGY","CHILD DEVELOPMENT","APS",NA,NA,"644"
"4974","HIGHPOINT CARE NTWK","GENERAL PEDIATRICS","KMO",NA,"CARE NETWORK HIGH POINT","683"
"5138","CSH-DAY HOSPITAL REHAB","CHILD DEVELOPMENT","JDR",NA,NA,"657"
"17211","CHILDRENS MED GROUP","GENERAL PEDIATRICS","CMG",NA,"EXTERNAL AFTER HOURS PRACTICE","2521"
"7227","INP VASCULAR ACCESS",NA,"INP VASCULAR",NA,NA,"681"
"5374","PB MAIN GASTROENTRLGY","GASTROENTEROLOGY","MAIN GAST*",NA,NA,"688"
"30911","MAIN CTRC GRW/NUT",NA,"MGN",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","711"
"5016","RCS-RESRCH BUC ALLERGY","ALLERGY","RSBA",NA,NA,"629"
"5246","NEO INT D",NA,"NICD",NA,NA,"681"
"5017","RCS-RESRCH PNJ ALLERGY","ALLERGY","RSPA",NA,NA,"612"
"10811","VIRTUA BH FEEDING","BEHAVIORAL HEALTH SERVICES","VTBHF",NA,"VIRTUA SPECIALTY CARE CENTER","682"
"5375","VNJ FEEDING","GASTROENTEROLOGY","VFD",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"5434","PB PA PED GEN THR SURG","GENERAL SURGERY","PAGENSRG",NA,NA,"678"
"8612","OTHER HOSP PDA CT SURG","CARDIOVASCULAR SURGERY","PDA",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5440","PB PA INFEC DISEASE",NA,"PPID",NA,NA,"688"
"11211","MAIN RAD OUTSIDE IMAGE","BODY RADIOLOGY","MROI",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","689"
"4769","CC PC ADOL FAMILY PLAN","FAMILY PLANNING","PCAC",NA,"CARE NETWORK COBBS CREEK","686"
"4658","EXT-OP FEEDING","CHILD DEVELOPMENT","ZFE",NA,NA,"637"
"4681","CHOP INTENSIVE CASE MGT","PSYCHIATRY","XXX",NA,NA,"660"
"5385","MAIN INTERVENTIONAL","RADIOLOGY","MIR",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"10812","VIRTUA FEEDING","GI/NUTRITION","VTFD",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"13715","VIRT VOORHEES IR","RADIOLOGY","VTVIR",NA,"VIRTUA VOORHEES","689"
"5365","PB PA NEONATOLOGY","NEONATOLOGY","PA NEO",NA,NA,"688"
"5143","KOP FAMILY BASED PRG","PSYCHIATRY","KFB",NA,NA,"660"
"5061","PAOLI CARE NTWK","GENERAL PEDIATRICS","KPA",NA,"CARE NETWORK PAOLI","683"
"5276","MAIN CFDT","GENERAL SURGERY","CFDT",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","678"
"14717","HB MAYS LANDING","MULTIDISCIPLINARY","HBML",NA,NA,"681"
"19311","HUNTING PARK CARE CLN","GENERAL PEDIATRICS","HPCC",NA,NA,"688"
"26812","CHRISTIANA CARE PEDS","GENERAL PEDIATRICS","CCPPP",NA,NA,"1211"
"4946","CHESTNUT HL CARE NTWK","GENERAL PEDIATRICS","KFCH",NA,"CARE NETWORK CHESTNUT HILL","683"
"4928","BUC DAY SURGERY","MULTIDISCIPLINARY","IDS",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"4907","KOP - PREP","NEUROLOGY","LRE",NA,NA,"628"
"4874","EXT FAM THERAPY TR CTR","PSYCHIATRY","EFT",NA,NA,"660"
"0","UNKNOWN",NA,"UNK",NA,NA,"0"
"8742","WST FAM THERAPY TRAIN CTR",NA,"WFT",NA,NA,NA
"8714","ROOM AND CARE",NA,"R/C",NA,NA,NA
"32713","LVPG PEDIATRIC ICU","GENERAL PEDIATRICS","LVICU",NA,NA,"1211"
"4764","ATL ALLERGY","ALLERGY","AALL",NA,NA,"644"
"5013","CSH-IP FEEDING","CHILD DEVELOPMENT","JFE",NA,NA,"657"
"5243","MAIN 7 CTRC LABORATORY","CLINICAL LABORATORY","M7LB",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5256","ATL BH UROLOGY","BEHAVIORAL HEALTH SERVICES","BAUR",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","682"
"5306","4 WEST SEASHORE HOU*",NA,"4WSC",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"6812","CHADDS FORD BH","BEHAVIORAL HEALTH SERVICES","CFBH",NA,"CARE NETWORK CHADDS FORD","682"
"22714","BWV BH ADHD ","BEHAVIORAL HEALTH SERVICES","BWAD",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","682"
"22211","DOYLESTOWN EMERGENCY","EMERGENCY","DEA",NA,NA,"1211"
"7224","INP ECMO",NA,"INP ECMO",NA,NA,"681"
"21712","MAIN BH CARDIAC KIDS","BEHAVIORAL HEALTH SERVICES","CKBH",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","682"
"5282","WOOD BH SAFE PLACE","BEHAVIORAL HEALTH SERVICES","BHSP",NA,"RICHARD D WOOD CENTER","682"
"5219","PB MAIN ADOLESCENT MED","ADOLESCENT","MAIN ADOL*",NA,NA,"688"
"5101","POST ANES CARE UNIT A",NA,"PACA",NA,NA,"681"
"5211","PB MAIN EMERGENCY DEPT","EMERGENCY","MAIN ED",NA,NA,"688"
"4968","RCS-RESEARCH INF DISEA",NA,"RSID",NA,NA,"-1"
"4781","VNJ ALLERGY","ALLERGY","VALL",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"22312","VIRTUA BH NEONATOLOGY","BEHAVIORAL HEALTH SERVICES","VTBHN",NA,"VIRTUA SPECIALTY CARE CENTER","682"
"5421","WOOD CCM RESP REHAB","CRITICAL CARE","RES",NA,"RICHARD D WOOD CENTER","687"
"30412","PB NJ RACH BILLING",NA,"NJ RACH BILL",NA,NA,"2921"
"5473","LADY OF LOURDES CARD","CARDIOLOGY","VCAM",NA,"LADY OF LOURDES CARDIOLOGY","685"
"5268","MKT 3550 BH AUTISM","BEHAVIORAL HEALTH SERVICES","MBAU",NA,"MARKET STREET 3550","682"
"4626","EXT BEHAVIORAL HEALTH","BEHAVIORAL HEALTH SERVICES","OEXT",NA,"EXTON SPECIALTY CARE CENTER","682"
"4952","LEAD-EXPOSED STUDY 39TH","GENERAL PEDIATRICS","TLC9",NA,NA,"665"
"5230","PB MAIN PD GEN THR SRG","PEDIATRIC GENERAL THORACIC SURGERY","PMSRG",NA,NA,"678"
"19112","PB MAIN IMGC","GENETICS","PBIM",NA,NA,"688"
"5454","PB PENNSYLVANIA NEONAT","NEONATOLOGY","PPN",NA,NA,"688"
"5368","PB PA OTOLARYN","OTORHINOLARYNGOLOGY","PAOTOLARYN",NA,NA,"678"
"10515","VIRTUA DIAG RADIOLOGY","RADIOLOGY","VTDR",NA,"VIRTUA SPECIALTY CARE CENTER","681"
"4985","WOOD MRI-MAG RESONANCE","RADIOLOGY","MR",NA,"RICHARD D WOOD CENTER","681"
"4633","WOOD OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","ENT",NA,"RICHARD D WOOD CENTER","678"
"4727","WOOD LIVER TRANSPLANT","GI/NUTRITION","LIV",NA,"RICHARD D WOOD CENTER","688"
"5151","WOOD INFEC DISEASE","INFECTIOUS DISEASE","ID",NA,"RICHARD D WOOD CENTER","688"
"14311","PNJ METABOLISM","METABOLISM","DMET",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"5356","PB CASE RATE PCC","OTHER","CASERATEP*",NA,NA,"681"
"22726","BWV PED GEN THOR SURG","PEDIATRIC GENERAL THORACIC SURGERY","BWSUR",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","678"
"23415","BCC MRI","RADIOLOGY","BCMR",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"23414","BCC DIAG RADIOLOGY","RADIOLOGY","BCXR",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"5091","KOP NEUROLOGY","NEUROLOGY","KOPR",NA,"KING OF PRUSSIA SCC","688"
"5015","ATL NUTRITION","GI/NUTRITION","ANUT",NA,NA,"644"
"8738","WST ACUTE PARTIAL HOSP",NA,"WDP",NA,NA,NA
"8722","VNJ OFF BASED AMB SERV",NA,"VOB",NA,NA,NA
"8735","VNJ RESOURCE CASE MGT",NA,"VRC",NA,NA,NA
"32611","SUMMIT MEDICAL GROUP","GENERAL PEDIATRICS","SMG",NA,NA,"1211"
"4792","3 EAST",NA,"3ES",NA,NA,"681"
"4998","5 SOUTH TOWER",NA,"5ST",NA,NA,"681"
"5213","ATL CARDIOLOGY","CARDIOLOGY","ATLC",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","685"
"4984","KENNETT SQ CARE NTWK","GENERAL PEDIATRICS","KKE",NA,"CARE NETWORK KENNETT SQUARE","683"
"7812","CHOP TEST DIALYSIS",NA,NA,NA,NA,"-1"
"6312","CHADDS FORD LABORATORY","CLINICAL LABORATORY","CFL",NA,"CHADDS FORD SPECIALTY CARE CENTER","681"
"20211","BUC URGENT CARE LAB","CLINICAL LABORATORY","BUCL",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"21111","MAIN LINE ALLERGY, LLP","ALLERGY","MLA",NA,NA,"1211"
"26612","HIGHPOINT BH","BEHAVIORAL HEALTH SERVICES","HPBH",NA,"CARE NETWORK HIGH POINT","682"
"18511","EDEN PARK PED ASSOC","GENERAL PEDIATRICS","EPPA",NA,NA,"1211"
"11911","KARABOTS FAMILY PLAN","FAMILY PLANNING","KFP",NA,"CARE NETWORK KARABOTS","686"
"5220","PB KOP BODY RADIOLOGY","BODY RADIOLOGY","KOPBODYRAD",NA,NA,"689"
"4734","MKT 3440 BEHAVIORAL HL","BEHAVIORAL HEALTH SERVICES","OPMS",NA,"MARKET STREET 3440","682"
"5419","PB PA CARDIOLOGY","CARDIOLOGY","PA CARDIO",NA,NA,"688"
"5335","VNJ DIABETES","ENDOCRINOLOGY","VDI",NA,NA,"664"
"14715","WILLIAMSTOWN PEDS","GENERAL PEDIATRICS","WP",NA,NA,"1211"
"6013","MARKET ST CHILD DEV","DEVELOPMENTAL PEDIATRICS","MSCD",NA,"MARKET STREET 3550","688"
"15913","MAYS LANDING DIAG RAD","RADIOLOGY","MLDR",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","2421"
"12518","VIRT BERLIN MR SCAN","RADIOLOGY","VTBMR",NA,"VIRTUA BERLIN","689"
"30611","MILLCREEK PEDS","GENERAL PEDIATRICS","MP",NA,NA,"1211"
"19716","PNJ SPEECH","SPEECH","PNJS",NA,"PRINCETON NJ SPECIALTY CARE CENTER","681"
"10517","VIRTUA SLEEP LAB","PULMONARY","VTSP",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"4701","VNJ HEMATOLOGY ONCOLOGY","ONCOLOGY","VNJH",NA,NA,"664"
"5469","VNJ SEDATION","MULTIDISCIPLINARY","VSD",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","681"
"5433","PB MSO BILLING","OTHER","MSO CLEAR*",NA,NA,"684"
"4707","PB KOP HEM ONC","HEMATOLOGY ONCOLOGY","KHON",NA,"KING OF PRUSSIA WEST","688"
"23811","BWV PEDIATRIC REHAB","REHAB MEDICINE","BWVPR",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","688"
"20212","BUC URGENT CARE CENTER","URGENT CARE","BCUC",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","2421"
"5371","HB MAIN ANCILLARY","MULTIDISCIPLINARY","MHBA",NA,NA,"681"
"4652","BUC OPHTHALMOLOGY","OPHTHALMOLOGY","IOH",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","678"
"4718","ATL OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","ARO",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","676"
"8812","OTHER LOCATION",NA,"OL",NA,NA,NA
"33211","BCC BONE HEALTH","ENDOCRINOLOGY","BUBH",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"4855","MAIN CARDIAC EKG","CARDIOLOGY","EKG",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"4887","BUC-CSH OP C2M2","CHILD DEVELOPMENT","IMC",NA,NA,"629"
"4866","BUC-CSH OP BBU","CHILD DEVELOPMENT","IBB",NA,NA,"629"
"5260","KOP BH UROLOGY","BEHAVIORAL HEALTH SERVICES","BKUR",NA,"KING OF PRUSSIA SCC","682"
"5165","5 EAST",NA,"5ES",NA,NA,"674"
"6015","4 WEST DISASTER",NA,"4WD",NA,NA,"681"
"30511","BWV ADOL SPC CARE","ADOLESCENT","BWAC",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","688"
"5465","CC LABORATORY","CLINICAL LABORATORY","CLBT",NA,"CARE NETWORK COBBS CREEK","681"
"6613","MKT 3550 BH SI FAMILY CARE CTR","BEHAVIORAL HEALTH SERVICES","BHSI",NA,"MARKET STREET 3550","682"
"7919","PB TEST ERROR",NA,NA,NA,NA,"-1"
"12811","NORRISTOWN CARE NTWK","GENERAL PEDIATRICS","CNN",NA,"CARE NETWORK NORRISTOWN","683"
"5331","PNJ AUDIOLOGY","AUDIOLOGY","DAU",NA,"PRINCETON NJ SPECIALTY CARE CENTER","681"
"4772","VNJ BH ADHD","BEHAVIORAL HEALTH SERVICES","ADVN",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","682"
"4878","MKT 3550 ADOL FAM PLN","FAMILY PLANNING","ADFP",NA,"MARKET STREET 3550","686"
"4694","SPR ALLERGY","ALLERGY","FAL",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","611"
"5100","SCHEDULED ACUTE CLN-34TH","GENERAL PEDIATRICS","SAC",NA,NA,"624"
"4849","PED INT CARE ACUTE",NA,"PICA",NA,NA,"674"
"5299","PB MAIN SEDATION","GENERAL PEDIATRICS","MAINSED",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"9311","PB MAIN GA SDU OUTSRC","GENERAL ANESTHESIA","PBMGSO",NA,NA,"687"
"5456","MAIN ORAL SURGERY","DENTISTRY","MDNT",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","678"
"7011","INP ADOLESCENT ",NA,"INP ADOLESCE",NA,NA,"681"
"5075","CSH 4 WEST",NA,"R4WS",NA,NA,"657"
"5112","CSH-IP C2M2","CHILD DEVELOPMENT","JCM",NA,NA,"657"
"5135","CSH-OUTPATIENT MARLTON","CHILD DEVELOPMENT","JMA",NA,NA,"626"
"5186","KOP LABORATORY","CLINICAL LABORATORY","KLAB",NA,"KING OF PRUSSIA EAST","681"
"5174","KOP ENDOCRINOLOGY","ENDOCRINOLOGY","KOPE",NA,"KING OF PRUSSIA SCC","688"
"4865","DISEASES OF THE MUSCLE","NEUROLOGY","MDA",NA,NA,"649"
"4784","BUC NEUROLOGY","NEUROLOGY","INE",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","688"
"5327","EXT UROLOGY","UROLOGY","XURO",NA,"EXTON SPECIALTY CARE CENTER","678"
"6111","PCAM RADIATION ONCOLOGY","RADIATION ONCOLOGY","PCAM",NA,"PENN HOSPITAL LOCATION","681"
"15411","MAIN PALLIATIVE CARE","MULTIDISCIPLINARY","PACT",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"7916","PENNSYLVANIA NEONATOLOGY","NEONATOLOGY","PAHN",NA,"PENNSYLVANIA HOSPITAL CENTER","688"
"26111","VIRTUA NUTRITION","GI/NUTRITION","VINT",NA,"VIRTUA SPECIALTY CARE CENTER","681"
"10518","VIRTUA ORTHOPEDICS","ORTHOPEDICS","VTORT",NA,"VIRTUA SPECIALTY CARE CENTER","676"
"5236","PB MAIN NEONAT FOL UP","NEONATAL FOLLOWUP ","PMNEO",NA,NA,"688"
"5033","PB MAIN OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","MAIN ENT",NA,NA,"678"
"5158","WOOD ONCOLOGY DAY HOSP","ONCOLOGY","DAY",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"4958","PNJ NUTRITION","GI/NUTRITION","DNU",NA,"PRINCETON NJ SPECIALTY CARE CENTER","681"
"4870","WOOD HEALTHY CHANGES","GI/NUTRITION","HCP",NA,"RICHARD D WOOD CENTER","681"
"5380","EXT DIAG RADIOLOGY","RADIOLOGY","EDR",NA,"EXTON SPECIALTY CARE CENTER","681"
"24315","BCC OCC THERAPY","OCCUPATIONAL THERAPY","BCOT",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"31812","BCC PULMONARY FUNCTION","PULMONARY","BCPLL",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"18211","ABINGTON UROLOGY","UROLOGY","ABURO",NA,"ABINGTON SPECIALTY CARE CENTER","678"
"5069","EXT FAMILY INTERV PRG","PSYCHIATRY","EFI",NA,NA,"660"
"4868","CSH APHERESIS","HEMATOLOGY","APH",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"8754","BUSINESS OFFICE",NA,"BOA",NA,NA,NA
"8834","CHOP MAIN 5TH FLOOR",NA,"M5",NA,NA,NA
"8732","GENERAL CLINICAL RES CTR",NA,"GCRC",NA,NA,NA
"8817","WOOD 1ST FLOOR",NA,"W1",NA,NA,NA
"33813","BCC IMMUNOLOGY","IMMUNOLOGY","BCCIMM",NA,NA,"688"
"32012","KIRK US ARMY HEALTH","FACULTY PRACTICE","KUAHC",NA,NA,"1211"
"4716","8 SOUTH TOWER",NA,"8ST",NA,NA,"681"
"5133","CSH-IP BEHAVIROAL PEDS","CHILD DEVELOPMENT","JBP",NA,NA,"657"
"5482","MAIN BHIP","BEHAVIORAL HEALTH SERVICES","MBHI",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","682"
"5351","EXT-OP PSYCHOLOGY","CHILD DEVELOPMENT","EPS",NA,NA,"637"
"5339","BUC-CSH OP ADHD","CHILD DEVELOPMENT","IAD",NA,NA,"629"
"30011","CSH BH DAY HOSPITAL","BEHAVIORAL HEALTH SERVICES","CSHBD",NA,"CHILDREN SEASHORE HOUSE CENTER","682"
"31611","BCC GASTROENTEROLOGY","GASTROENTEROLOGY","BCGI",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"7225","INFORMATION SERVICES",NA,"Info Serv",NA,NA,"681"
"14212","MAYS LANDING LAB","CLINICAL LABORATORY","MLLAB",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","681"
"7915","FLT PULMONARY",NA,NA,NA,NA,"-1"
"5176","WOOD BH PAIN MANAGEMNT","BEHAVIORAL HEALTH SERVICES","BHPM",NA,"CHILDREN SEASHORE HOUSE CENTER","682"
"5127","VNJ ANCILLARIES","ADOLESCENT","VANC",NA,NA,"664"
"4688","RCS-RSRCH KF NEWTOWN","GENERAL PEDIATRICS","RSKN",NA,NA,"631"
"5397","WOOD GEN ANES ARC","GENERAL ANESTHESIA","WGRC",NA,"RICHARD D WOOD CENTER","687"
"4715","VNJ CHILD DEVELOPMENT","CHILD DEVELOPMENT","VNY",NA,NA,"664"
"10214","VIRTUA GASTRO","GASTROENTEROLOGY","VTGS",NA,"VIRTUA SPECIALTY CARE CENTER","685"
